obsnme,obsval,weight,obgnme
h21_13_01,0.0,1.0,head
h21_13_02,0.0,1.0,head
h21_13_03,0.0,1.0,head
h21_13_04,0.0,1.0,head
h21_13_05,0.0,1.0,head
h21_13_06,0.0,1.0,head
h21_13_07,0.0,1.0,head
h21_13_08,0.0,1.0,head
h21_13_09,0.0,1.0,head
h21_13_10,0.0,1.0,head
h21_13_11,0.0,1.0,head
h21_13_12,0.0,1.0,head
h21_13_13,0.0,1.0,head
h21_13_14,0.0,1.0,head
h21_13_15,0.0,1.0,head
h21_13_16,0.0,1.0,head
h21_13_17,0.0,1.0,head
h21_13_18,0.0,1.0,head
h21_13_19,0.0,1.0,head
h21_13_20,0.0,1.0,head
h21_13_21,0.0,1.0,head
h21_13_22,0.0,1.0,head
h21_13_23,0.0,1.0,head
h21_14_00,0.0,1.0,head
h21_14_01,0.0,1.0,head
h21_14_02,0.0,1.0,head
h21_14_03,0.0,1.0,head
h21_14_04,0.0,1.0,head
h21_14_05,0.0,1.0,head
h21_14_06,0.0,1.0,head
h21_14_07,0.0,1.0,head
h21_14_08,0.0,1.0,head
h21_14_09,0.0,1.0,head
h21_14_10,0.0,1.0,head
h21_14_11,0.0,1.0,head
h21_14_12,0.0,1.0,head
h21_14_13,0.0,1.0,head
h21_14_14,0.0,1.0,head
h21_14_15,0.0,1.0,head
h21_14_16,0.0,1.0,head
h21_14_17,0.0,1.0,head
h21_14_18,0.0,1.0,head
h21_14_19,0.0,1.0,head
h21_14_20,0.0,1.0,head
h21_14_21,0.0,1.0,head
h21_14_22,0.0,1.0,head
h21_14_23,0.0,1.0,head
h21_15_00,0.0,1.0,head
h21_15_01,0.0,1.0,head
h21_15_02,0.0,1.0,head
h21_15_03,0.0,1.0,head
h21_15_04,0.0,1.0,head
h21_15_05,0.0,1.0,head
h21_15_06,0.0,1.0,head
h21_15_07,0.0,1.0,head
h21_15_08,0.0,1.0,head
h21_15_09,0.0,1.0,head
h21_15_10,0.0,1.0,head
h21_15_11,0.0,1.0,head
h21_15_12,0.0,1.0,head
h21_15_13,0.0,1.0,head
h21_15_14,0.0,1.0,head
h21_15_15,0.0,1.0,head
h21_15_16,0.0,1.0,head
h21_15_17,0.0,1.0,head
h21_15_18,0.0,1.0,head
h21_15_19,0.0,1.0,head
h21_15_20,0.0,1.0,head
h21_15_21,0.0,1.0,head
h21_15_22,0.0,1.0,head
h21_15_23,0.0,1.0,head
h21_16_00,0.0,1.0,head
h21_16_01,0.0,1.0,head
h21_16_02,0.0,1.0,head
h21_16_03,0.0,1.0,head
h21_16_04,0.0,1.0,head
h21_16_05,0.0,1.0,head
h21_16_06,0.0,1.0,head
h21_16_07,0.0,1.0,head
h21_16_08,0.0,1.0,head
h21_16_09,0.0,1.0,head
h21_16_10,0.0,1.0,head
h21_16_11,0.0,1.0,head
h21_16_12,0.0,1.0,head
h21_16_13,0.0,1.0,head
h21_16_14,0.0,1.0,head
h21_16_15,0.0,1.0,head
h21_16_16,0.0,1.0,head
h21_16_17,0.0,1.0,head
h21_16_18,0.0,1.0,head
h21_16_19,0.0,1.0,head
h21_16_20,0.0,1.0,head
h21_16_21,0.0,1.0,head
h21_16_22,0.0,1.0,head
h21_16_23,0.0,1.0,head
h21_17_00,0.0,1.0,head
h21_17_01,0.0,1.0,head
h21_17_02,0.0,1.0,head
h21_17_03,0.0,1.0,head
h21_17_04,0.0,1.0,head
h21_17_05,0.0,1.0,head
h21_17_06,0.0,1.0,head
h21_17_07,0.0,1.0,head
h21_17_08,0.0,1.0,head
h21_17_09,0.0,1.0,head
h21_17_10,0.0,1.0,head
h21_17_11,0.0,1.0,head
h21_17_12,0.0,1.0,head
h21_17_13,0.0,1.0,head
h21_17_14,0.0,1.0,head
h21_17_15,0.0,1.0,head
h21_17_16,0.0,1.0,head
h21_17_17,0.0,1.0,head
h21_17_18,0.0,1.0,head
h21_17_19,0.0,1.0,head
h21_17_20,0.0,1.0,head
h21_17_21,0.0,1.0,head
h21_17_22,0.0,1.0,head
h21_17_23,0.0,1.0,head
h21_18_00,0.0,1.0,head
h21_18_01,0.0,1.0,head
h21_18_02,0.0,1.0,head
h21_18_03,0.0,1.0,head
h21_18_04,0.0,1.0,head
h21_18_05,0.0,1.0,head
h21_18_06,0.0,1.0,head
h21_18_07,0.0,1.0,head
h21_18_08,0.0,1.0,head
h21_18_09,0.0,1.0,head
h21_18_10,0.0,1.0,head
h21_18_11,0.0,1.0,head
h21_18_12,0.0,1.0,head
h21_18_13,0.0,1.0,head
h21_18_14,0.0,1.0,head
h21_18_15,0.0,1.0,head
h21_18_16,0.0,1.0,head
h21_18_17,0.0,1.0,head
h21_18_18,0.0,1.0,head
h21_18_19,0.0,1.0,head
h21_18_20,0.0,1.0,head
h21_18_21,0.0,1.0,head
h21_18_22,0.0,1.0,head
h21_18_23,0.0,1.0,head
h21_19_00,0.0,1.0,head
h21_19_01,0.0,1.0,head
h21_19_02,0.0,1.0,head
h21_19_03,0.0,1.0,head
h21_19_04,0.0,1.0,head
h21_19_05,0.0,1.0,head
h21_19_06,0.0,1.0,head
h21_19_07,0.0,1.0,head
h21_19_08,0.0,1.0,head
h21_19_09,0.0,1.0,head
h21_19_10,0.0,1.0,head
h21_19_11,0.0,1.0,head
h21_19_12,0.0,1.0,head
h21_19_13,0.0,1.0,head
h21_19_14,0.0,1.0,head
h21_19_15,0.0,1.0,head
h21_19_16,0.0,1.0,head
h21_19_17,0.0,1.0,head
h21_19_18,0.0,1.0,head
h21_19_19,0.0,1.0,head
h21_19_20,0.0,1.0,head
h21_19_21,0.0,1.0,head
h21_19_22,0.0,1.0,head
h21_19_23,0.0,1.0,head
h21_20_00,0.0,1.0,head
h21_20_01,0.0,1.0,head
h21_20_02,0.0,1.0,head
h21_20_03,0.0,1.0,head
h21_20_04,0.0,1.0,head
h21_20_05,0.0,1.0,head
h21_20_06,0.0,1.0,head
h21_20_07,0.0,1.0,head
h21_20_08,0.0,1.0,head
h21_20_09,0.0,1.0,head
h21_20_10,0.0,1.0,head
h21_20_11,0.0,1.0,head
h21_20_12,0.0,1.0,head
h21_20_13,0.0,1.0,head
h21_20_14,0.0,1.0,head
h21_20_15,0.0,1.0,head
h21_20_16,0.0,1.0,head
h21_20_17,0.0,1.0,head
h21_20_18,0.0,1.0,head
h21_20_19,0.0,1.0,head
h21_20_20,0.0,1.0,head
h21_20_21,0.0,1.0,head
h21_20_22,0.0,1.0,head
h21_20_23,0.0,1.0,head
h21_21_00,0.0,1.0,head
h21_21_01,0.0,1.0,head
h21_21_02,0.0,1.0,head
h21_21_03,0.0,1.0,head
h21_21_04,0.0,1.0,head
h21_21_05,0.0,1.0,head
h21_21_06,0.0,1.0,head
h21_21_07,0.0,1.0,head
h21_21_08,0.0,1.0,head
h21_21_09,0.0,1.0,head
h21_21_10,0.0,1.0,head
h21_21_11,0.0,1.0,head
h21_21_12,0.0,1.0,head
h21_21_13,0.0,1.0,head
h21_21_14,0.0,1.0,head
h21_21_15,0.0,1.0,head
h21_21_16,0.0,1.0,head
h21_21_17,0.0,1.0,head
h21_21_18,0.0,1.0,head
h21_21_19,0.0,1.0,head
h21_21_20,0.0,1.0,head
h21_21_21,0.0,1.0,head
h21_21_22,0.0,1.0,head
h21_21_23,0.0,1.0,head
h21_22_00,0.0,1.0,head
h21_22_01,0.0,1.0,head
h21_22_02,0.0,1.0,head
h21_22_03,0.0,1.0,head
h21_22_04,0.0,1.0,head
h21_22_05,0.0,1.0,head
h21_22_06,0.0,1.0,head
h21_22_07,0.0,1.0,head
h21_22_08,0.0,1.0,head
h21_22_09,0.0,1.0,head
h21_22_10,0.0,1.0,head
h21_22_11,0.0,1.0,head
h21_22_12,0.0,1.0,head
h21_22_13,0.0,1.0,head
h21_22_14,0.0,1.0,head
h21_22_15,0.0,1.0,head
h21_22_16,0.0,1.0,head
h21_22_17,0.0,1.0,head
h21_22_18,0.0,1.0,head
h21_22_19,0.0,1.0,head
h21_22_20,0.0,1.0,head
h21_22_21,0.0,1.0,head
h21_22_22,0.0,1.0,head
h21_22_23,0.0,1.0,head
h21_23_00,0.0,1.0,head
h21_23_01,0.0,1.0,head
h21_23_02,0.0,1.0,head
h21_23_03,0.0,1.0,head
h21_23_04,0.0,1.0,head
h21_23_05,0.0,1.0,head
h21_23_06,0.0,1.0,head
h21_23_07,0.0,1.0,head
h21_23_08,0.0,1.0,head
h21_23_09,0.0,1.0,head
h21_23_10,0.0,1.0,head
h21_23_11,0.0,1.0,head
h21_23_12,0.0,1.0,head
h21_23_13,0.0,1.0,head
h21_23_14,0.0,1.0,head
h21_23_15,0.0,1.0,head
h21_23_16,0.0,1.0,head
h21_23_17,0.0,1.0,head
h21_23_18,0.0,1.0,head
h21_23_19,0.0,1.0,head
h21_23_20,0.0,1.0,head
h21_23_21,0.0,1.0,head
h21_23_22,0.0,1.0,head
h21_23_23,0.0,1.0,head
h21_24_00,0.0,1.0,head
h21_24_01,0.0,1.0,head
h21_24_02,0.0,1.0,head
h21_24_03,0.0,1.0,head
h21_24_04,0.0,1.0,head
h21_24_05,0.0,1.0,head
h21_24_06,0.0,1.0,head
h21_24_07,0.0,1.0,head
h21_24_08,0.0,1.0,head
h21_24_09,0.0,1.0,head
h21_24_10,0.0,1.0,head
h21_24_11,0.0,1.0,head
h21_24_12,0.0,1.0,head
h21_24_13,0.0,1.0,head
h21_24_14,0.0,1.0,head
h21_24_15,0.0,1.0,head
h21_24_16,0.0,1.0,head
h21_24_17,0.0,1.0,head
h21_24_18,0.0,1.0,head
h21_24_19,0.0,1.0,head
h21_24_20,0.0,1.0,head
h21_24_21,0.0,1.0,head
h21_24_22,0.0,1.0,head
h21_24_23,0.0,1.0,head
h21_25_00,0.0,1.0,head
h21_25_01,0.0,1.0,head
h21_25_02,0.0,1.0,head
h21_25_03,0.0,1.0,head
h21_25_04,0.0,1.0,head
h21_25_05,0.0,1.0,head
h21_25_06,0.0,1.0,head
h21_25_07,0.0,1.0,head
h21_25_08,0.0,1.0,head
h21_25_09,0.0,1.0,head
h21_25_10,0.0,1.0,head
h21_25_11,0.0,1.0,head
h21_25_12,0.0,1.0,head
h21_25_13,0.0,1.0,head
h21_25_14,0.0,1.0,head
h21_25_15,0.0,1.0,head
h21_25_16,0.0,1.0,head
h21_25_17,0.0,1.0,head
h21_25_18,0.0,1.0,head
h21_25_19,0.0,1.0,head
h21_25_20,0.0,1.0,head
h21_25_21,0.0,1.0,head
h21_25_22,0.0,1.0,head
h21_25_23,0.0,1.0,head
h21_26_00,0.0,1.0,head
h21_26_01,0.0,1.0,head
h21_26_02,0.0,1.0,head
h21_26_03,0.0,1.0,head
h21_26_04,0.0,1.0,head
h21_26_05,0.0,1.0,head
h21_26_06,0.0,1.0,head
h21_26_07,0.0,1.0,head
h21_26_08,0.0,1.0,head
h21_26_09,0.0,1.0,head
h21_26_10,0.0,1.0,head
h21_26_11,0.0,1.0,head
h21_26_12,0.0,1.0,head
h21_26_13,0.0,1.0,head
h21_26_14,0.0,1.0,head
h21_26_15,0.0,1.0,head
h21_26_16,0.0,1.0,head
h21_26_17,0.0,1.0,head
h21_26_18,0.0,1.0,head
h21_26_19,0.0,1.0,head
h21_26_20,0.0,1.0,head
h21_26_21,0.0,1.0,head
h21_26_22,0.0,1.0,head
h21_26_23,0.0,1.0,head
h21_27_00,0.0,1.0,head
h21_27_01,0.0,1.0,head
h21_27_02,0.0,1.0,head
h21_27_03,0.0,1.0,head
h21_27_04,0.0,1.0,head
h21_27_05,0.0,1.0,head
h21_27_06,0.0,1.0,head
h21_27_07,0.0,1.0,head
h21_27_08,0.0,1.0,head
h21_27_09,0.0,1.0,head
h21_27_10,0.0,1.0,head
h21_27_11,0.0,1.0,head
h21_27_12,0.0,1.0,head
h21_27_13,0.0,1.0,head
h21_27_14,0.0,1.0,head
h21_27_15,0.0,1.0,head
h21_27_16,0.0,1.0,head
h21_27_17,0.0,1.0,head
h21_27_18,0.0,1.0,head
h21_27_19,0.0,1.0,head
h21_27_20,0.0,1.0,head
h21_27_21,0.0,1.0,head
h21_27_22,0.0,1.0,head
h21_27_23,0.0,1.0,head
h21_28_00,0.0,1.0,head
h21_28_01,0.0,1.0,head
h21_28_02,0.0,1.0,head
h21_28_03,0.0,1.0,head
h21_28_04,0.0,1.0,head
h21_28_05,0.0,1.0,head
h21_28_06,0.0,1.0,head
h21_28_07,0.0,1.0,head
h21_28_08,0.0,1.0,head
h21_28_09,0.0,1.0,head
h21_28_10,0.0,1.0,head
h21_28_11,0.0,1.0,head
h21_28_12,0.0,1.0,head
h21_28_13,0.0,1.0,head
h21_28_14,0.0,1.0,head
h21_28_15,0.0,1.0,head
h21_28_16,0.0,1.0,head
h21_28_17,0.0,1.0,head
h21_28_18,0.0,1.0,head
h21_28_19,0.0,1.0,head
h21_28_20,0.0,1.0,head
h21_28_21,0.0,1.0,head
h21_28_22,0.0,1.0,head
h21_28_23,0.0,1.0,head
h21_29_00,0.0,1.0,head
h21_29_01,0.0,1.0,head
h21_29_02,0.0,1.0,head
h21_29_03,0.0,1.0,head
h21_29_04,0.0,1.0,head
h21_29_05,0.0,1.0,head
h21_29_06,0.0,1.0,head
h21_29_07,0.0,1.0,head
h21_29_08,0.0,1.0,head
h21_29_09,0.0,1.0,head
h21_29_10,0.0,1.0,head
h21_29_11,0.0,1.0,head
h21_29_12,0.0,1.0,head
h21_29_13,0.0,1.0,head
h21_29_14,0.0,1.0,head
h21_29_15,0.0,1.0,head
h21_29_16,0.0,1.0,head
h21_29_17,0.0,1.0,head
h21_29_18,0.0,1.0,head
h21_29_19,0.0,1.0,head
h21_29_20,0.0,1.0,head
h21_29_21,0.0,1.0,head
h21_29_22,0.0,1.0,head
h21_29_23,0.0,1.0,head
h22_00_00,0.0,1.0,head
h22_00_01,0.0,1.0,head
h22_00_02,0.0,1.0,head
h22_00_03,0.0,1.0,head
h22_00_04,0.0,1.0,head
h22_00_05,0.0,1.0,head
h22_00_06,0.0,1.0,head
h22_00_07,0.0,1.0,head
h22_00_08,0.0,1.0,head
h22_00_09,0.0,1.0,head
h22_00_10,0.0,1.0,head
h22_00_11,0.0,1.0,head
h22_00_12,0.0,1.0,head
h22_00_13,0.0,1.0,head
h22_00_14,0.0,1.0,head
h22_00_15,0.0,1.0,head
h22_00_16,0.0,1.0,head
h22_00_17,0.0,1.0,head
h22_00_18,0.0,1.0,head
h22_00_19,0.0,1.0,head
h22_00_20,0.0,1.0,head
h22_00_21,0.0,1.0,head
h22_00_22,0.0,1.0,head
h22_00_23,0.0,1.0,head
h22_01_00,0.0,1.0,head
h22_01_01,0.0,1.0,head
h22_01_02,0.0,1.0,head
h22_01_03,0.0,1.0,head
h22_01_04,0.0,1.0,head
h22_01_05,0.0,1.0,head
h22_01_06,0.0,1.0,head
h22_01_07,0.0,1.0,head
h22_01_08,0.0,1.0,head
h22_01_09,0.0,1.0,head
h22_01_10,0.0,1.0,head
h22_01_11,0.0,1.0,head
h22_01_12,0.0,1.0,head
h22_01_13,0.0,1.0,head
h22_01_14,0.0,1.0,head
h22_01_15,0.0,1.0,head
h22_01_16,0.0,1.0,head
h22_01_17,0.0,1.0,head
h22_01_18,0.0,1.0,head
h22_01_19,0.0,1.0,head
h22_01_20,0.0,1.0,head
h22_01_21,0.0,1.0,head
h22_01_22,0.0,1.0,head
h22_01_23,0.0,1.0,head
h22_02_00,0.0,1.0,head
h22_02_01,0.0,1.0,head
h22_02_02,0.0,1.0,head
h22_02_03,0.0,1.0,head
h22_02_04,0.0,1.0,head
h22_02_05,0.0,1.0,head
h22_02_06,0.0,1.0,head
h22_02_07,0.0,1.0,head
h22_02_08,0.0,1.0,head
h22_02_09,0.0,1.0,head
h22_02_10,0.0,1.0,head
h22_02_11,0.0,1.0,head
h22_02_12,0.0,1.0,head
h22_02_13,0.0,1.0,head
h22_02_14,0.0,1.0,head
h22_02_15,0.0,1.0,head
h22_02_16,0.0,1.0,head
h22_02_17,0.0,1.0,head
h22_02_18,0.0,1.0,head
h22_02_19,0.0,1.0,head
h22_02_20,0.0,1.0,head
h22_02_21,0.0,1.0,head
h22_02_22,0.0,1.0,head
h22_02_23,0.0,1.0,head
h22_03_00,0.0,1.0,head
h22_03_01,0.0,1.0,head
h22_03_02,0.0,1.0,head
h22_03_03,0.0,1.0,head
h22_03_04,0.0,1.0,head
h22_03_05,0.0,1.0,head
h22_03_06,0.0,1.0,head
h22_03_07,0.0,1.0,head
h22_03_08,0.0,1.0,head
h22_03_09,0.0,1.0,head
h22_03_10,0.0,1.0,head
h22_03_11,0.0,1.0,head
h22_03_12,0.0,1.0,head
h22_03_13,0.0,1.0,head
h22_03_14,0.0,1.0,head
h22_03_15,0.0,1.0,head
h22_03_16,0.0,1.0,head
h22_03_17,0.0,1.0,head
h22_03_18,0.0,1.0,head
h22_03_19,0.0,1.0,head
h22_03_20,0.0,1.0,head
h22_03_21,0.0,1.0,head
h22_03_22,0.0,1.0,head
h22_03_23,0.0,1.0,head
h22_04_00,0.0,1.0,head
h22_04_01,0.0,1.0,head
h22_04_02,0.0,1.0,head
h22_04_03,0.0,1.0,head
h22_04_04,0.0,1.0,head
h22_04_05,0.0,1.0,head
h22_04_06,0.0,1.0,head
h22_04_07,0.0,1.0,head
h22_04_08,0.0,1.0,head
h22_04_09,0.0,1.0,head
h22_04_10,0.0,1.0,head
h22_04_11,0.0,1.0,head
h22_04_12,0.0,1.0,head
h22_04_13,0.0,1.0,head
h22_04_14,0.0,1.0,head
h22_04_15,0.0,1.0,head
h22_04_16,0.0,1.0,head
h22_04_17,0.0,1.0,head
h22_04_18,0.0,1.0,head
h22_04_19,0.0,1.0,head
h22_04_20,0.0,1.0,head
h22_04_21,0.0,1.0,head
h22_04_22,0.0,1.0,head
h22_04_23,0.0,1.0,head
h22_05_00,0.0,1.0,head
h22_05_01,0.0,1.0,head
h22_05_02,0.0,1.0,head
h22_05_03,0.0,1.0,head
h22_05_04,0.0,1.0,head
h22_05_05,0.0,1.0,head
h22_05_06,0.0,1.0,head
h22_05_07,0.0,1.0,head
h22_05_08,0.0,1.0,head
h22_05_09,0.0,1.0,head
h22_05_10,0.0,1.0,head
h22_05_11,0.0,1.0,head
h22_05_12,0.0,1.0,head
h22_05_13,0.0,1.0,head
h22_05_14,0.0,1.0,head
h22_05_15,0.0,1.0,head
h22_05_16,0.0,1.0,head
h22_05_17,0.0,1.0,head
h22_05_18,0.0,1.0,head
h22_05_19,0.0,1.0,head
h22_05_20,0.0,1.0,head
h22_05_21,0.0,1.0,head
h22_05_22,0.0,1.0,head
h22_05_23,0.0,1.0,head
h22_06_00,0.0,1.0,head
h22_06_01,0.0,1.0,head
h22_06_02,0.0,1.0,head
h22_06_03,0.0,1.0,head
h22_06_04,0.0,1.0,head
h22_06_05,0.0,1.0,head
h22_06_06,0.0,1.0,head
h22_06_07,0.0,1.0,head
h22_06_08,0.0,1.0,head
h22_06_09,0.0,1.0,head
h22_06_10,0.0,1.0,head
h22_06_11,0.0,1.0,head
h22_06_12,0.0,1.0,head
h22_06_13,0.0,1.0,head
h22_06_14,0.0,1.0,head
h22_06_15,0.0,1.0,head
h22_06_16,0.0,1.0,head
h22_06_17,0.0,1.0,head
h22_06_18,0.0,1.0,head
h22_06_19,0.0,1.0,head
h22_06_20,0.0,1.0,head
h22_06_21,0.0,1.0,head
h22_06_22,0.0,1.0,head
h22_06_23,0.0,1.0,head
h22_07_00,0.0,1.0,head
h22_07_01,0.0,1.0,head
h22_07_02,0.0,1.0,head
h22_07_03,0.0,1.0,head
h22_07_04,0.0,1.0,head
h22_07_05,0.0,1.0,head
h22_07_06,0.0,1.0,head
h22_07_07,0.0,1.0,head
h22_07_08,0.0,1.0,head
h22_07_09,0.0,1.0,head
h22_07_10,0.0,1.0,head
h22_07_11,0.0,1.0,head
h22_07_12,0.0,1.0,head
h22_07_13,0.0,1.0,head
h22_07_14,0.0,1.0,head
h22_07_15,0.0,1.0,head
h22_07_16,0.0,1.0,head
h22_07_17,0.0,1.0,head
h22_07_18,0.0,1.0,head
h22_07_19,0.0,1.0,head
h22_07_20,0.0,1.0,head
h22_07_21,0.0,1.0,head
h22_07_22,0.0,1.0,head
h22_07_23,0.0,1.0,head
h22_08_00,0.0,1.0,head
h22_08_01,0.0,1.0,head
h22_08_02,0.0,1.0,head
h22_08_03,0.0,1.0,head
h22_08_04,0.0,1.0,head
h22_08_05,0.0,1.0,head
h22_08_06,0.0,1.0,head
h22_08_07,0.0,1.0,head
h22_08_08,0.0,1.0,head
h22_08_09,0.0,1.0,head
h22_08_10,0.0,1.0,head
h22_08_11,0.0,1.0,head
h22_08_12,0.0,1.0,head
h22_08_13,0.0,1.0,head
h22_08_14,0.0,1.0,head
h22_08_15,0.0,1.0,head
h22_08_16,0.0,1.0,head
h22_08_17,0.0,1.0,head
h22_08_18,0.0,1.0,head
h22_08_19,0.0,1.0,head
h22_08_20,0.0,1.0,head
h22_08_21,0.0,1.0,head
h22_08_22,0.0,1.0,head
h22_08_23,0.0,1.0,head
h22_09_00,0.0,1.0,head
h22_09_01,0.0,1.0,head
h22_09_02,0.0,1.0,head
h22_09_03,0.0,1.0,head
h22_09_04,0.0,1.0,head
h22_09_05,0.0,1.0,head
h22_09_06,0.0,1.0,head
h22_09_07,0.0,1.0,head
h22_09_08,0.0,1.0,head
h22_09_09,0.0,1.0,head
h22_09_10,0.0,1.0,head
h22_09_11,0.0,1.0,head
h22_09_12,0.0,1.0,head
h22_09_13,0.0,1.0,head
h22_09_14,0.0,1.0,head
h22_09_15,0.0,1.0,head
h22_09_16,0.0,1.0,head
h22_09_17,0.0,1.0,head
h22_09_18,0.0,1.0,head
h22_09_19,0.0,1.0,head
h22_09_20,0.0,1.0,head
h22_09_21,0.0,1.0,head
h22_09_22,0.0,1.0,head
h22_09_23,0.0,1.0,head
h22_10_00,0.0,1.0,head
h22_10_01,0.0,1.0,head
h22_10_02,0.0,1.0,head
h22_10_03,0.0,1.0,head
h22_10_04,0.0,1.0,head
h22_10_05,0.0,1.0,head
h22_10_06,0.0,1.0,head
h22_10_07,0.0,1.0,head
h22_10_08,0.0,1.0,head
h22_10_09,0.0,1.0,head
h22_10_10,0.0,1.0,head
h22_10_11,0.0,1.0,head
h22_10_12,0.0,1.0,head
h22_10_13,0.0,1.0,head
h22_10_14,0.0,1.0,head
h22_10_15,0.0,1.0,head
h22_10_16,0.0,1.0,head
h22_10_17,0.0,1.0,head
h22_10_18,0.0,1.0,head
h22_10_19,0.0,1.0,head
h22_10_20,0.0,1.0,head
h22_10_21,0.0,1.0,head
h22_10_22,0.0,1.0,head
h22_10_23,0.0,1.0,head
h22_11_00,0.0,1.0,head
h22_11_01,0.0,1.0,head
h22_11_02,0.0,1.0,head
h22_11_03,0.0,1.0,head
h22_11_04,0.0,1.0,head
h22_11_05,0.0,1.0,head
h22_11_06,0.0,1.0,head
h22_11_07,0.0,1.0,head
h22_11_08,0.0,1.0,head
h22_11_09,0.0,1.0,head
h22_11_10,0.0,1.0,head
h22_11_11,0.0,1.0,head
h22_11_12,0.0,1.0,head
h22_11_13,0.0,1.0,head
h22_11_14,0.0,1.0,head
h22_11_15,0.0,1.0,head
h22_11_16,0.0,1.0,head
h22_11_17,0.0,1.0,head
h22_11_18,0.0,1.0,head
h22_11_19,0.0,1.0,head
h22_11_20,0.0,1.0,head
h22_11_21,0.0,1.0,head
h22_11_22,0.0,1.0,head
h22_11_23,0.0,1.0,head
h22_12_00,0.0,1.0,head
h22_12_01,0.0,1.0,head
h22_12_02,0.0,1.0,head
h22_12_03,0.0,1.0,head
h22_12_04,0.0,1.0,head
h22_12_05,0.0,1.0,head
h22_12_06,0.0,1.0,head
h22_12_07,0.0,1.0,head
h22_12_08,0.0,1.0,head
h22_12_09,0.0,1.0,head
h22_12_10,0.0,1.0,head
h22_12_11,0.0,1.0,head
h22_12_12,0.0,1.0,head
h22_12_13,0.0,1.0,head
h22_12_14,0.0,1.0,head
h22_12_15,0.0,1.0,head
h22_12_16,0.0,1.0,head
h22_12_17,0.0,1.0,head
h22_12_18,0.0,1.0,head
h22_12_19,0.0,1.0,head
h22_12_20,0.0,1.0,head
h22_12_21,0.0,1.0,head
h22_12_22,0.0,1.0,head
h22_12_23,0.0,1.0,head
h22_13_00,0.0,1.0,head
h22_13_01,0.0,1.0,head
h22_13_02,0.0,1.0,head
h22_13_03,0.0,1.0,head
h22_13_04,0.0,1.0,head
h22_13_05,0.0,1.0,head
h22_13_06,0.0,1.0,head
h22_13_07,0.0,1.0,head
h22_13_08,0.0,1.0,head
h22_13_09,0.0,1.0,head
h22_13_10,0.0,1.0,head
h22_13_11,0.0,1.0,head
h22_13_12,0.0,1.0,head
h22_13_13,0.0,1.0,head
h22_13_14,0.0,1.0,head
h22_13_15,0.0,1.0,head
h22_13_16,0.0,1.0,head
h22_13_17,0.0,1.0,head
h22_13_18,0.0,1.0,head
h22_13_19,0.0,1.0,head
h22_13_20,0.0,1.0,head
h22_13_21,0.0,1.0,head
h22_13_22,0.0,1.0,head
h22_13_23,0.0,1.0,head
h22_14_00,0.0,1.0,head
h22_14_01,0.0,1.0,head
h22_14_02,0.0,1.0,head
h22_14_03,0.0,1.0,head
h22_14_04,0.0,1.0,head
h22_14_05,0.0,1.0,head
h22_14_06,0.0,1.0,head
h22_14_07,0.0,1.0,head
h22_14_08,0.0,1.0,head
h22_14_09,0.0,1.0,head
h22_14_10,0.0,1.0,head
h22_14_11,0.0,1.0,head
h22_14_12,0.0,1.0,head
h22_14_13,0.0,1.0,head
h22_14_14,0.0,1.0,head
h22_14_15,0.0,1.0,head
h22_14_16,0.0,1.0,head
h22_14_17,0.0,1.0,head
h22_14_18,0.0,1.0,head
h22_14_19,0.0,1.0,head
h22_14_20,0.0,1.0,head
h22_14_21,0.0,1.0,head
h22_14_22,0.0,1.0,head
h22_14_23,0.0,1.0,head
h22_15_00,0.0,1.0,head
h22_15_01,0.0,1.0,head
h22_15_02,0.0,1.0,head
h22_15_03,0.0,1.0,head
h22_15_04,0.0,1.0,head
h22_15_05,0.0,1.0,head
h22_15_06,0.0,1.0,head
h22_15_07,0.0,1.0,head
h22_15_08,0.0,1.0,head
h22_15_09,0.0,1.0,head
h22_15_10,0.0,1.0,head
h22_15_11,0.0,1.0,head
h22_15_12,0.0,1.0,head
h22_15_13,0.0,1.0,head
h22_15_14,0.0,1.0,head
h22_15_15,0.0,1.0,head
h22_15_16,0.0,1.0,head
h22_15_17,0.0,1.0,head
h22_15_18,0.0,1.0,head
h22_15_19,0.0,1.0,head
h22_15_20,0.0,1.0,head
h22_15_21,0.0,1.0,head
h22_15_22,0.0,1.0,head
h22_15_23,0.0,1.0,head
h22_16_00,0.0,1.0,head
h22_16_01,0.0,1.0,head
h22_16_02,0.0,1.0,head
h22_16_03,0.0,1.0,head
h22_16_04,0.0,1.0,head
h22_16_05,0.0,1.0,head
h22_16_06,0.0,1.0,head
h22_16_07,0.0,1.0,head
h22_16_08,0.0,1.0,head
h22_16_09,0.0,1.0,head
h22_16_10,0.0,1.0,head
h22_16_11,0.0,1.0,head
h22_16_12,0.0,1.0,head
h22_16_13,0.0,1.0,head
h22_16_14,0.0,1.0,head
h22_16_15,0.0,1.0,head
h22_16_16,0.0,1.0,head
h22_16_17,0.0,1.0,head
h22_16_18,0.0,1.0,head
h22_16_19,0.0,1.0,head
h22_16_20,0.0,1.0,head
h22_16_21,0.0,1.0,head
h22_16_22,0.0,1.0,head
h22_16_23,0.0,1.0,head
h22_17_00,0.0,1.0,head
h22_17_01,0.0,1.0,head
h22_17_02,0.0,1.0,head
h22_17_03,0.0,1.0,head
h22_17_04,0.0,1.0,head
h22_17_05,0.0,1.0,head
h22_17_06,0.0,1.0,head
